;   characteristic Earth spectrum at quadrature phase
;   from Virtual Planetary Laboratory 3-D spectral Earth model:
;   Robinson, T.D, Meadows, V.S., et al. 2011, Astrobiology, 11, 393.
;
;   contact: Tyler Robinson (robinson.tyler.d@gmail.com)
;
;   wavelength    intensity   solar flux   reflectance
;     [um]      [W/m**2/um/sr][W/m**2/um]
     0.335852      34.5800      1118.14    0.0971584
     0.335864      32.0121      1035.20    0.0971497
     0.335875      31.0448      1003.83    0.0971585
     0.335886      30.8181      996.305    0.0971769
     0.335897      26.4282      854.515    0.0971622
     0.335909      19.3382      625.408    0.0971409
     0.335920      16.4572      532.337    0.0971220
     0.335931      14.7229      476.374    0.0970949
     0.335942      12.6228      408.520    0.0970715
     0.335954      11.4778      371.464    0.0970711
     0.335965      11.5197      372.858    0.0970617
     0.335976      12.5486      406.147    0.0970648
     0.335988      13.5017      436.909    0.0970843
     0.335999      12.7204      411.527    0.0971077
     0.336010      11.2598      364.373    0.0970808
     0.336022      11.0179      356.577    0.0970720
     0.336033      11.2032      362.673    0.0970457
     0.336044      11.1169      359.961    0.0970238
     0.336055      10.5777      342.610    0.0969928
     0.336067      9.85402      319.202    0.0969833
     0.336078      9.34259      302.578    0.0970016
     0.336089      8.43933      273.317    0.0970044
     0.336101      6.81515      220.699    0.0970118
     0.336112      6.11757      198.137    0.0969983
     0.336123      7.63586      247.355    0.0969811
     0.336134      9.68689      314.092    0.0968896
     0.336146      10.1663      329.791    0.0968446
     0.336157      10.1702      329.970    0.0968291
     0.336168      10.7774      349.716    0.0968159
     0.336180      10.3905      337.114    0.0968300
     0.336191      8.29588      269.118    0.0968432
     0.336202      6.01112      194.970    0.0968583
     0.336214      5.04428      163.607    0.0968607
     0.336225      5.50450      178.527    0.0968641
     0.336236      6.80991      220.864    0.0968647
     0.336247      8.84802      286.950    0.0968700
     0.336259      10.6827      346.411    0.0968815
     0.336270      10.4155      337.725    0.0968875
     0.336281      9.91528      321.466    0.0968990
     0.336293      12.2187      396.132    0.0969025
     0.336304      14.9652      485.204    0.0968966
     0.336315      16.5715      537.272    0.0968988
     0.336327      20.1793      654.090    0.0969212
     0.336338      27.4433      889.329    0.0969447
     0.336349      31.5248      1021.12    0.0969892
     0.336361      25.7275      833.230    0.0970026
     0.336372      20.5011      663.872    0.0970157
     0.336383      22.6431      733.152    0.0970267
     0.336395      29.5107      955.536    0.0970246
     0.336406      33.7697      1093.48    0.0970212
     0.336417      32.3544      1047.53    0.0970328
     0.336428      32.2525      1044.13    0.0970421
     0.336440      33.8850      1096.83    0.0970552
     0.336451      30.3645      982.756    0.0970667
     0.336462      23.8985      773.241    0.0970971
     0.336474      20.7041      669.625    0.0971347
     0.336485      23.7282      767.437    0.0971340
     0.336496      29.7710      962.740    0.0971482
     0.336508      34.1589      1104.53    0.0971578
     0.336519      33.0838      1069.59    0.0971731
     0.336530      31.6204      1022.03    0.0971967
     0.336542      31.1327      1005.97    0.0972256
     0.336553      29.2046      943.342    0.0972595
     0.336564      30.5931      987.854    0.0972929
     0.336576      37.9556      1225.22    0.0973221
     0.336587      42.1615      1360.71    0.0973420
     0.336598      40.5650      1308.74    0.0973755
     0.336610      37.1238      1197.18    0.0974191
     0.336621      33.0979      1067.28    0.0974249
     0.336632      28.9873      934.885    0.0974091
     0.336644      26.9402      868.946    0.0973997
     0.336655      25.8087      832.656    0.0973757
     0.336666      24.1656      779.884    0.0973458
     0.336678      25.3098      817.048    0.0973173
     0.336689      25.9221      836.868    0.0973112
     0.336700      21.3045      687.875    0.0972998
     0.336712      15.2571      492.703    0.0972830
     0.336723      19.2605      622.079    0.0972685
     0.336734      25.7231      830.741    0.0972765
     0.336746      32.5471      1051.16    0.0972730
     0.336757      36.3242      1173.35    0.0972568
     0.336768      30.2316      976.710    0.0972400
     0.336780      23.4127      756.600    0.0972155
     0.336791      21.9713      710.182    0.0971930
     0.336802      23.6830      764.872    0.0972741
     0.336814      26.0153      839.744    0.0973265
     0.336825      27.9758      902.502    0.0973832
     0.336836      27.3753      883.111    0.0973853
     0.336848      27.6473      891.910    0.0973826
     0.336859      30.4029      980.698    0.0973935
     0.336870      28.3034      912.483    0.0974459
     0.336882      20.1025      647.834    0.0974847
     0.336893      13.5262      435.914    0.0974821
     0.336905      13.7386      442.705    0.0974938
     0.336916      19.0978      615.126    0.0975369
     0.336927      27.4855      884.943    0.0975749
     0.336939      31.0561      999.943    0.0975712
     0.336950      28.3336      912.204    0.0975797
     0.336961      23.3597      751.522    0.0976505
     0.336973      19.5502      628.637    0.0977017
     0.336984      15.8178      508.418    0.0977405
     0.336995      12.0761      387.942    0.0977931
     0.337007      10.6827      342.959    0.0978565
     0.337018      11.5621      371.010    0.0979038
     0.337029      11.7050      375.449    0.0979420
     0.337041      9.69962      310.908    0.0980105
     0.337052      8.07119      258.602    0.0980516
     0.337063      9.93201      318.058    0.0981028
     0.337075      14.3222      458.281    0.0981812
     0.337086      18.2336      582.795    0.0982893
     0.337098      20.7663      663.388    0.0983427
     0.337109      21.6363      691.099    0.0983541
     0.337120      20.6943      660.888    0.0983721
     0.337132      19.3975      619.246    0.0984086
     0.337143      19.0429      607.877    0.0984163
     0.337154      18.9040      603.384    0.0984260
     0.337166      16.6903      532.573    0.0984546
     0.337177      12.8443      409.782    0.0984709
     0.337189      11.0654      352.986    0.0984823
     0.337200      12.9842      414.049    0.0985177
     0.337211      14.9794      477.544    0.0985443
     0.337223      14.9665      477.046    0.0985624
     0.337234      13.9995      446.104    0.0985886
     0.337245      15.4547      492.365    0.0986103
     0.337257      19.1114      608.739    0.0986304
     0.337268      22.1423      705.193    0.0986428
     0.337279      20.7749      661.222    0.0987057
     0.337291      13.5641      431.585    0.0987359
     0.337302      7.05220      224.213    0.0988127
     0.337314      7.88733      250.741    0.0988221
     0.337325      13.1131      416.894    0.0988165
     0.337336      17.3534      551.526    0.0988483
     0.337348      18.3705      583.760    0.0988635
     0.337359      16.1175      512.153    0.0988664
     0.337371      10.2900      327.016    0.0988540
     0.337382      9.21532      292.907    0.0988397
     0.337393      14.2553      453.014    0.0988587
     0.337405      22.9166      728.179    0.0988696
     0.337416      25.0971      797.391    0.0988785
     0.337427      22.2718      707.544    0.0988897
     0.337439      20.9477      665.375    0.0989051
     0.337450      24.9405      792.022    0.0989275
     0.337462      33.0130      1048.07    0.0989569
     0.337473      34.8706      1107.07    0.0989539
     0.337484      26.8118      851.309    0.0989438
     0.337496      20.3486      646.200    0.0989278
     0.337507      16.0593      509.938    0.0989369
     0.337519      13.1271      416.812    0.0989415
     0.337530      18.4136      584.687    0.0989382
     0.337541      26.6934      847.656    0.0989313
     0.337553      27.1038      860.778    0.0989213
     0.337564      20.1068      638.630    0.0989107
     0.337576      16.6706      529.542    0.0989009
     0.337587      19.1230      607.552    0.0988831
     0.337598      27.2443      865.619    0.0988779
     0.337610      34.4524      1094.79    0.0988639
     0.337621      37.5717      1193.97    0.0988591
     0.337633      34.4342      1094.45    0.0988427
     0.337644      29.5850      940.783    0.0987943
     0.337655      29.1704      927.904    0.0987620
     0.337667      38.8587      1236.07    0.0987630
     0.337678      47.9963      1526.97    0.0987479
     0.337690      46.2896      1473.25    0.0987092
     0.337701      40.2843      1282.64    0.0986693
     0.337712      36.7106      1169.20    0.0986398
     0.337724      31.8659      1015.25    0.0986061
     0.337735      28.5478      909.702    0.0985880
     0.337747      32.1095      1023.23    0.0985849
     0.337758      37.8574      1206.53    0.0985740
     0.337769      40.6802      1296.06    0.0986069
     0.337781      41.3226      1315.89    0.0986548
     0.337792      40.3565      1284.62    0.0986935
     0.337804      38.5964      1227.95    0.0987453
     0.337815      36.5055      1160.98    0.0987833
     0.337826      32.2050      1023.75    0.0988279
     0.337838      24.3961      775.313    0.0988540
     0.337849      17.4591      554.627    0.0988943
     0.337861      20.8028      660.482    0.0989489
     0.337872      30.6953      974.322    0.0989736
     0.337884      44.1204      1400.95    0.0989387
     0.337895      50.3470      1598.06    0.0989761
     0.337906      45.0787      1430.23    0.0990183
     0.337918      36.5630      1159.66    0.0990516
     0.337929      31.4547      997.267    0.0990886
     0.337941      30.9410      980.590    0.0991282
     0.337952      27.2734      864.933    0.0990621
     0.337963      21.9050      694.959    0.0990223
     0.337975      23.0637      731.965    0.0989895
     0.337986      23.6117      749.148    0.0990171
     0.337998      21.2361      673.621    0.0990396
     0.338009      19.7096      625.104    0.0990547
     0.338021      19.8228      628.743    0.0990474
     0.338032      22.6026      716.856    0.0990551
     0.338043      30.4380      964.927    0.0990995
     0.338055      35.9569      1139.75    0.0991115
     0.338066      33.8791      1074.18    0.0990839
     0.338078      27.4499      870.390    0.0990778
     0.338089      23.4614      743.669    0.0991117
     0.338101      20.0535      635.546    0.0991272
     0.338112      13.6790      433.762    0.0990728
     0.338123      8.45622      268.264    0.0990292
     0.338135      6.80247      215.869    0.0989978
     0.338146      6.16149      195.588    0.0989679
     0.338158      5.82358      184.930    0.0989311
     0.338169      6.54449      207.897    0.0988958
     0.338181      8.42792      267.810    0.0988650
     0.338192      11.5536      367.263    0.0988305
     0.338203      15.5838      495.510    0.0988033
     0.338215      20.9231      665.614    0.0987535
     0.338226      25.8918      824.214    0.0986896
     0.338238      30.3072      965.543    0.0986107
     0.338249      38.1468      1215.80    0.0985703
     0.338261      45.3627      1446.06    0.0985511
     0.338272      46.1929      1473.03    0.0985178
     0.338284      42.5799      1358.40    0.0984755
     0.338295      36.1948      1155.05    0.0984456
     0.338306      28.5943      912.580    0.0984371
     0.338318      21.0240      671.308    0.0983884
     0.338329      17.4419      557.153    0.0983490
     0.338341      18.0923      577.970    0.0983417
     0.338352      19.7672      631.594    0.0983234
     0.338364      20.1083      642.664    0.0982971
     0.338375      23.9397      765.328    0.0982700
     0.338387      33.5680      1073.27    0.0982573
     0.338398      40.1939      1285.68    0.0982150
     0.338409      40.4951      1295.48    0.0982025
     0.338421      35.3466      1130.33    0.0982409
     0.338432      29.2038      934.001    0.0982297
     0.338444      24.6262      787.915    0.0981900
     0.338455      17.8577      571.716    0.0981284
     0.338467      8.70194      278.678    0.0980986
     0.338478      5.60190      179.464    0.0980636
     0.338490      8.37094      268.344    0.0980013
     0.338501      16.8236      539.416    0.0979817
     0.338513      26.9567      864.444    0.0979668
     0.338524      33.8410      1085.18    0.0979694
     0.338535      38.1011      1221.53    0.0979903
     0.338547      39.5676      1268.76    0.0979737
     0.338558      36.8251      1181.22    0.0979406
     0.338570      33.7971      1084.37    0.0979157
     0.338581      34.0530      1092.87    0.0978899
     0.338593      34.3127      1101.57    0.0978573
     0.338604      29.7705      955.880    0.0978437
     0.338616      24.6088      790.386    0.0978142
     0.338627      25.3916      815.796    0.0977818
     0.338639      29.8046      957.807    0.0977588
     0.338650      31.1706      1001.89    0.0977406
     0.338662      29.0311      933.197    0.0977328
     0.338673      26.5319      852.872    0.0977314
     0.338685      24.9908      803.334    0.0977313
     0.338696      24.9695      802.636    0.0977330
     0.338708      26.0730      837.936    0.0977529
     0.338719      27.9882      899.288    0.0977747
     0.338730      30.4884      979.291    0.0978076
     0.338742      31.8827      1023.96    0.0978184
     0.338753      32.6238      1047.70    0.0978243
     0.338765      34.1152      1095.37    0.0978444
     0.338776      34.7355      1115.10    0.0978607
     0.338788      33.5755      1077.60    0.0978851
     0.338799      32.2576      1034.65    0.0979469
     0.338811      29.0434      931.049    0.0979997
     0.338822      24.3744      781.218    0.0980192
     0.338834      23.3999      749.790    0.0980447
     0.338845      28.5591      914.772    0.0980801
     0.338857      32.0914      1027.61    0.0981089
     0.338868      26.3249      842.776    0.0981306
     0.338880      18.4399      590.135    0.0981650
     0.338891      17.3627      555.512    0.0981915
     0.338903      18.7275      599.188    0.0981898
     0.338914      19.5896      626.823    0.0981818
     0.338926      21.8867      700.418    0.0981686
     0.338937      24.0868      770.858    0.0981646
     0.338949      22.3722      715.994    0.0981635
     0.338960      18.1072      579.503    0.0981623
     0.338972      19.2536      616.059    0.0981838
     0.338983      24.9578      798.442    0.0982003
     0.338995      29.7112      950.453    0.0982065
     0.339006      31.7373      1015.34    0.0981993
     0.339018      34.0706      1090.16    0.0981835
     0.339029      41.6626      1332.91    0.0981963
     0.339041      50.2888      1608.04    0.0982481
     0.339052      49.7904      1592.36    0.0982322
     0.339063      40.8002      1304.97    0.0982229
     0.339075      31.3069      1001.24    0.0982316
     0.339087      29.9676      958.316    0.0982409
     0.339098      31.0801      993.883    0.0982420
     0.339110      32.6218      1043.11    0.0982492
     0.339121      37.0015      1183.03    0.0982597
     0.339132      42.3752      1354.80    0.0982624
     0.339144      40.5605      1296.53    0.0982814
     0.339155      35.0539      1120.75    0.0982602
     0.339167      30.9397      989.227    0.0982586
     0.339179      25.8373      825.852    0.0982868
     0.339190      19.8366      633.982    0.0982967
     0.339202      16.1898      517.368    0.0983088
     0.339213      17.0467      544.676    0.0983225
     0.339225      18.9185      604.414    0.0983335
     0.339236      19.4241      620.548    0.0983365
     0.339248      21.1461      675.502    0.0983453
     0.339259      24.3625      778.143    0.0983585
     0.339271      26.3794      842.420    0.0983752
     0.339282      23.5604      752.263    0.0983928
     0.339294      19.9434      636.594    0.0984207
     0.339305      19.3977      619.089    0.0984342
     0.339317      20.9545      668.720    0.0984424
     0.339328      19.1068      609.539    0.0984775
     0.339340      16.6759      531.790    0.0985141
     0.339351      14.5244      463.028    0.0985461
     0.339363      11.6852      372.424    0.0985711
     0.339374      9.22863      294.008    0.0986115
     0.339386      7.54692      240.301    0.0986654
     0.339397      7.87870      250.830    0.0986791
     0.339409      12.9408      412.003    0.0986758
     0.339420      20.8087      662.384    0.0986925
     0.339432      25.9930      827.292    0.0987070
     0.339443      25.9602      826.164    0.0987169
     0.339455      22.7455      723.673    0.0987423
     0.339466      20.3970      648.853    0.0987573
     0.339478      21.3109      677.704    0.0987898
     0.339489      25.7238      817.707    0.0988296
     0.339501      29.7928      946.697    0.0988666
     0.339512      28.1089      892.937    0.0988947
     0.339524      22.1868      704.569    0.0989284
     0.339536      17.4267      553.206    0.0989644
     0.339547      15.9233      505.343    0.0989909
     0.339559      19.4157      615.859    0.0990425
     0.339570      27.5241      872.704    0.0990824
     0.339582      33.2166      1052.96    0.0991047
     0.339593      33.3202      1055.95    0.0991321
     0.339605      31.7001      1004.29    0.0991630
     0.339616      28.3746      898.680    0.0991917
     0.339628      23.6991      750.132    0.0992531
     0.339639      24.2340      766.585    0.0993149
     0.339651      30.0448      949.736    0.0993838
     0.339662      32.7296      1033.79    0.0994622
     0.339674      30.8159      972.238    0.0995753
     0.339685      29.0206      914.558    0.0996885
     0.339697      28.0928      885.164    0.0997062
     0.339709      25.6099      806.723    0.0997316
     0.339720      22.2663      701.073    0.0997781
     0.339732      25.7815      811.406    0.0998204
     0.339743      34.2723      1078.12    0.0998682
     0.339755      42.6032      1339.43    0.0999245
     0.339766      46.0819      1448.42    0.0999507
     0.339778      40.0246      1257.58    0.0999867
     0.339789      31.3828      985.479     0.100045
     0.339801      27.7403      870.694     0.100091
     0.339812      30.7670      965.294     0.100132
     0.339824      34.2553      1074.38     0.100166
     0.339836      35.2011      1103.68     0.100199
     0.339847      31.6003      990.366     0.100241
     0.339859      25.5459      800.293     0.100282
     0.339870      23.3701      731.993     0.100301
     0.339882      29.0432      909.497     0.100321
     0.339893      39.9746      1251.71     0.100330
     0.339905      49.0650      1535.78     0.100368
     0.339916      49.9683      1563.34     0.100413
     0.339928      42.8475      1340.08     0.100449
     0.339940      34.5551      1080.53     0.100468
     0.339951      28.8629      902.558     0.100465
     0.339963      23.9874      750.031     0.100474
     0.339974      22.6117      706.978     0.100479
     0.339986      28.5177      891.746     0.100467
     0.339997      34.5243      1079.70     0.100455
     0.340009      30.6751      959.257     0.100462
     0.340020      20.1632      630.468     0.100472
     0.340032      16.9360      529.513     0.100481
     0.340044      26.6094      831.961     0.100481
     0.340055      38.5504      1205.45     0.100469
     0.340067      42.9092      1341.86     0.100460
     0.340078      43.4921      1360.20     0.100452
     0.340090      47.3677      1481.44     0.100449
     0.340101      50.2454      1571.51     0.100445
     0.340113      48.6445      1521.73     0.100426
     0.340124      43.6686      1366.36     0.100405
     0.340136      40.8546      1278.49     0.100391
     0.340148      38.8538      1216.05     0.100376
     0.340159      39.1474      1225.39     0.100365
     0.340171      45.3678      1420.23     0.100355
     0.340182      48.8585      1529.66     0.100345
     0.340194      44.7384      1400.80     0.100336
     0.340205      36.1256      1131.20     0.100329
     0.340217      33.0706      1035.64     0.100319
     0.340229      29.7812      932.419     0.100342
     0.340240      23.4078      732.722     0.100363
     0.340252      21.5068      673.276     0.100353
     0.340263      25.7238      805.207     0.100364
     0.340275      34.0048      1064.31     0.100375
     0.340287      39.0542      1222.22     0.100385
     0.340298      39.7220      1242.98     0.100396
     0.340310      32.2331      1008.71     0.100389
     0.340321      20.9657      655.801     0.100436
     0.340333      14.3677      449.304     0.100461
     0.340344      13.3335      417.016     0.100448
     0.340356      14.5829      456.105     0.100445
     0.340368      17.9271      560.735     0.100439
     0.340379      24.8347      776.809     0.100437
     0.340391      33.3404      1042.96     0.100428
     0.340402      35.5788      1112.91     0.100434
     0.340414      27.3972      856.989     0.100434
     0.340426      17.5901      550.226     0.100433
     0.340437      17.0758      534.125     0.100435
     0.340449      23.6191      738.699     0.100449
     0.340460      28.3442      886.432     0.100454
     0.340472      30.9096      966.591     0.100462
     0.340483      34.7784      1087.40     0.100478
     0.340495      40.4352      1264.27     0.100478
     0.340507      41.2408      1289.53     0.100472
     0.340518      31.4456      983.323     0.100465
     0.340530      22.1053      691.283     0.100459
     0.340541      23.1125      722.892     0.100444
     0.340553      31.8409      996.434     0.100389
     0.340565      36.2425      1134.49     0.100361
     0.340576      29.2695      916.328     0.100349
     0.340588      18.5403      580.348     0.100364
     0.340599      14.2156      444.922     0.100376
     0.340611      17.0104      532.347     0.100385
     0.340623      23.7857      744.487     0.100371
     0.340634      29.8922      935.750     0.100357
     0.340646      32.9503      1031.60     0.100346
     0.340657      34.6382      1084.67     0.100324
     0.340669      33.0020      1033.76     0.100293
     0.340681      30.4716      954.728     0.100269
     0.340692      30.1370      944.465     0.100245
     0.340704      30.0069      940.589     0.100224
     0.340715      29.6834      930.743     0.100192
     0.340727      27.8421      873.310     0.100157
     0.340739      23.6084      740.496     0.100160
     0.340750      22.5575      707.511     0.100163
     0.340762      24.1121      756.318     0.100157
     0.340774      22.8904      718.141     0.100137
     0.340785      21.6067      678.006     0.100117
     0.340797      22.5355      707.461     0.100072
     0.340808      19.3871      608.833     0.100038
     0.340820      13.7135      430.797     0.100006
     0.340832      9.84310      309.427    0.0999362
     0.340843      11.1137      349.730    0.0998332
     0.340855      19.3854      610.682    0.0997261
     0.340866      29.4975      929.469    0.0997010
     0.340878      36.2411      1142.40    0.0996630
     0.340890      39.1859      1235.75    0.0996205
     0.340901      37.9219      1196.39    0.0995786
     0.340913      35.8798      1132.51    0.0995306
     0.340925      37.0588      1170.36    0.0994769
     0.340936      39.5029      1248.16    0.0994282
     0.340948      37.8672      1197.12    0.0993746
     0.340959      30.0284      949.760    0.0993273
     0.340971      21.7029      686.676    0.0992924
     0.340983      18.1964      575.950    0.0992546
     0.340994      17.7762      562.921    0.0992068
     0.341006      18.1570      575.224    0.0991645
     0.341018      22.0370      698.497    0.0991145
     0.341029      27.4377      870.152    0.0990609
     0.341041      26.8897      853.178    0.0990139
     0.341053      21.3879      678.932    0.0989673
     0.341064      18.4383      585.562    0.0989230
     0.341076      19.0787      606.234    0.0988688
     0.341087      19.8286      630.476    0.0988036
     0.341099      19.7708      629.009    0.0987453
     0.341111      21.4523      682.814    0.0987011
     0.341122      28.0970      894.550    0.0986745
     0.341134      38.0937      1213.36    0.0986313
     0.341146      41.8652      1334.06    0.0985885
     0.341157      40.2228      1282.17    0.0985545
     0.341169      35.5887      1134.84    0.0985207
     0.341180      30.9363      986.905    0.0984787
     0.341192      27.7395      885.335    0.0984332
     0.341204      25.9086      827.380    0.0983758
     0.341215      23.1319      739.182    0.0983128
     0.341227      22.9683      734.311    0.0982651
     0.341239      29.5304      944.533    0.0982207
     0.341250      36.6045      1171.34    0.0981747
     0.341262      35.9007      1149.37    0.0981279
     0.341274      30.3178      971.097    0.0980810
     0.341285      28.4575      911.862    0.0980433
     0.341297      32.6530      1046.60    0.0980149
     0.341309      35.9831      1153.76    0.0979791
     0.341320      30.3969      975.317    0.0979115
     0.341332      24.7182      793.621    0.0978484
     0.341344      23.3762      751.061    0.0977798
     0.341355      22.6722      728.859    0.0977239
     0.341367      20.9504      673.879    0.0976695
     0.341378      19.3866      623.959    0.0976102
     0.341390      16.6335      535.638    0.0975580
     0.341402      13.6721      440.676    0.0974692
     0.341413      13.2087      426.171    0.0973706
     0.341425      14.4098      465.239    0.0973041
     0.341437      14.8041      478.338    0.0972290
     0.341448      16.1201      521.226    0.0971609
     0.341460      20.1922      653.309    0.0970993
     0.341472      22.8900      741.104    0.0970323
     0.341483      21.8458      707.832    0.0969591
     0.341495      22.8808      741.944    0.0968834
     0.341507      28.2562      916.970    0.0968074
     0.341518      31.5010      1023.05    0.0967341
     0.341530      28.2876      919.367    0.0966624
     0.341542      20.3789      662.804    0.0965930
     0.341553      12.0212      391.272    0.0965203
     0.341565      6.78814      221.081    0.0964605
     0.341577      6.46830      210.786    0.0964050
     0.341588      11.1032      361.992    0.0963602
     0.341600      18.9666      618.683    0.0963099
     0.341612      26.1274      852.787    0.0962509
     0.341623      28.6891      937.023    0.0961871
     0.341635      26.4280      863.746    0.0961230
     0.341647      22.4012      732.523    0.0960728
     0.341658      19.6624      643.286    0.0960245
     0.341670      18.7304      613.148    0.0959694
     0.341682      18.3589      601.309    0.0959178
     0.341693      18.1201      593.776    0.0958710
     0.341705      19.6540      644.340    0.0958267
     0.341717      23.8516      782.321    0.0957815
     0.341728      28.8700      947.030    0.0957709
     0.341740      31.2861      1026.46    0.0957546
     0.341752      29.5881      970.947    0.0957352
     0.341763      27.3167      896.721    0.0957020
     0.341775      26.3120      863.857    0.0956889
     0.341787      22.7933      748.471    0.0956712
     0.341799      16.7868      551.367    0.0956485
     0.341810      13.9924      459.691    0.0956261
     0.341822      19.0181      624.920    0.0956077
     0.341834      30.4085      999.343    0.0955939
     0.341845      38.6109      1269.09    0.0955802
     0.341857      36.1660      1188.91    0.0955654
     0.341869      26.1732      860.542    0.0955511
     0.341880      19.1003      628.102    0.0955346
     0.341892      22.4651      738.852    0.0955215
     0.341904      33.9199      1115.66    0.0955152
     0.341915      39.9267      1313.91    0.0954654
     0.341927      37.2751      1226.86    0.0954494
     0.341939      28.0234      922.167    0.0954688
     0.341950      24.4834      805.555    0.0954829
     0.341962      29.5396      972.120    0.0954628
     0.341974      35.0145      1152.45    0.0954503
     0.341986      34.2713      1128.18    0.0954336
     0.341997      31.0935      1023.85    0.0954079
     0.342009      32.4351      1068.28    0.0953846
     0.342021      38.4884      1267.87    0.0953688
     0.342032      41.7487      1375.49    0.0953535
     0.342044      37.7325      1243.39    0.0953366
     0.342056      32.1048      1058.04    0.0953270
     0.342067      33.4073      1101.05    0.0953201
     0.342079      41.5631      1370.16    0.0952982
     0.342091      45.9705      1515.93    0.0952687
     0.342103      40.6486      1340.74    0.0952467
     0.342114      31.8190      1049.60    0.0952381
     0.342126      26.2160      864.808    0.0952351
     0.342138      24.2320      799.554    0.0952119
     0.342149      23.5142      776.212    0.0951699
     0.342161      23.3820      772.153    0.0951324
     0.342173      25.8219      852.881    0.0951149
     0.342185      29.4726      973.565    0.0951049
     0.342196      28.9372      955.881    0.0951047
     0.342208      23.2624      768.361    0.0951126
     0.342220      18.5156      611.539    0.0951182
     0.342231      19.9267      658.112    0.0951229
     0.342243      25.1707      831.305    0.0951228
     0.342255      30.2463      998.969    0.0951197
     0.342266      34.5549      1141.32    0.0951154
     0.342278      35.6266      1176.78    0.0951108
     0.342290      33.0287      1091.01    0.0951065
     0.342302      31.6905      1046.85    0.0951032
     0.342313      32.2704      1066.01    0.0951027
     0.342325      31.5399      1041.87    0.0951031
     0.342337      27.8780      920.852    0.0951091
     0.342349      20.3197      671.152    0.0951146
     0.342360      12.0424      397.758    0.0951139
     0.342372      9.21234      304.277    0.0951155
     0.342384      13.4307      443.538    0.0951298
     0.342395      21.4974      709.766    0.0951528
     0.342407      28.6744      946.628    0.0951623
     0.342419      32.2737      1065.53    0.0951558
     0.342431      31.8147      1050.47    0.0951471
     0.342442      25.9581      857.218    0.0951333
     0.342454      16.3070      538.558    0.0951243
     0.342466      10.3809      342.814    0.0951318
     0.342477      12.4923      412.484    0.0951446
     0.342489      18.5393      612.039    0.0951624
     0.342501      22.0997      729.205    0.0952108
     0.342513      19.6000      646.423    0.0952551
     0.342524      16.4929      543.651    0.0953074
     0.342536      17.1812      566.115    0.0953453
     0.342548      21.2483      699.844    0.0953833
     0.342560      25.0873      825.937    0.0954239
     0.342571      26.7614      880.754    0.0954560
     0.342583      24.8076      815.928    0.0955175
     0.342595      22.1284      727.202    0.0955970
     0.342607      22.1487      727.345    0.0956662
     0.342618      24.8505      815.611    0.0957199
     0.342630      27.2452      893.818    0.0957615
     0.342642      26.0667      854.894    0.0957908
     0.342654      24.5676      805.447    0.0958244
     0.342665      27.3442      895.888    0.0958874
     0.342677      30.3186      992.816    0.0959378
     0.342689      29.4998      965.448    0.0959931
     0.342700      26.6567      871.748    0.0960651
     0.342712      21.5590      704.718    0.0961090
     0.342724      15.9991      522.651    0.0961684
     0.342736      15.6540      510.986    0.0962421
     0.342747      19.3401      630.901    0.0963046
     0.342759      21.5693      703.258    0.0963544
     0.342771      22.1893      723.184    0.0963930
     0.342783      20.1740      657.189    0.0964387
     0.342794      14.5390      473.402    0.0964836
     0.342806      12.0764      392.998    0.0965380
     0.342818      18.2050      592.167    0.0965822
     0.342830      27.9996      910.747    0.0965837
     0.342841      33.5328      1090.24    0.0966269
     0.342853      35.0355      1138.28    0.0966958
     0.342865      36.7838      1194.72    0.0967250
     0.342877      37.0691      1203.47    0.0967664
     0.342889      31.9364      1036.41    0.0968069
     0.342900      23.2056      752.792    0.0968427
     0.342912      15.9744      518.048    0.0968733
     0.342924      14.0122      454.266    0.0969048
     0.342936      18.1700      588.849    0.0969394
     0.342947      23.3483      756.431    0.0969698
     0.342959      24.6457      798.322    0.0969870
     0.342971      24.7836      802.646    0.0970042
     0.342983      27.5380      891.645    0.0970266
     0.342994      32.3728      1047.91    0.0970521
     0.343006      37.4181      1210.91    0.0970781
     0.343018      41.4559      1341.23    0.0971033
     0.343030      44.0966      1426.29    0.0971285
     0.343041      44.6635      1444.27    0.0971528
     0.343053      41.4742      1340.80    0.0971772
     0.343065      34.8417      1125.94    0.0972152
     0.343077      30.5262      986.297    0.0972333
     0.343088      33.2204      1073.06    0.0972592
     0.343100      39.1567      1264.25    0.0973024
     0.343112      40.5458      1309.09    0.0973028
     0.343124      35.2781      1139.16    0.0972906
     0.343136      29.1791      942.161    0.0972964
     0.343147      30.0164      968.790    0.0973371
     0.343159      35.5981      1148.48    0.0973762
     0.343171      34.1784      1102.12    0.0974253
     0.343183      28.6440      923.110    0.0974832
     0.343194      26.8919      866.152    0.0975389
     0.343206      29.0257      934.334    0.0975956
     0.343218      31.1023      1000.58    0.0976537
     0.343230      31.3640      1008.40    0.0977125
     0.343242      29.1123      935.393    0.0977759
     0.343253      24.9185      800.091    0.0978436
     0.343265      21.6954      696.007    0.0979272
     0.343277      18.8067      602.777    0.0980181
     0.343289      18.2912      585.740    0.0981041
     0.343300      24.2404      775.677    0.0981768
     0.343312      30.7878      984.528    0.0982428
     0.343324      35.4163      1131.75    0.0983110
     0.343336      39.3044      1255.01    0.0983888
     0.343348      39.8992      1272.90    0.0984734
     0.343359      36.4980      1163.49    0.0985494
     0.343371      32.7043      1041.92    0.0986094
